경도,위도,설치기관명,설치위치
126.9753668,37.52062932,신용산초등학교,보건실 내
126.9232108,37.59396972,서울특별시은평병원,은평병원 24시간 진료실
126.8889132,37.48857595,구로두산아파트(임대),1층 관리실 내(임대동)
127.0269747,37.62709036,동화치안센터,기기실 내
126.800771,37.56583488,한국공항공사서울지역본부,국제선 2층 입국심사대
127.1461524,37.54865988,명일엘지아파트,승강장 부근
127.0293579,37.61484356,조아약국,출입구 옆 대기의자 위
127.1280308,37.50254242,서울송파우체국,3층 집배실
127.1032344,37.61279826,신내역,2층 대합실
127.0187003,37.61679818,삼각산아이원아파트(임대),122동 현관 비상계단 입구 옆
126.9095068,37.48412813,서울조원초등학교,1층 보건실 옆
126.9508767,37.65419204,북한산국립공원산성분소,산성분소(증취봉)
127.0420554,37.55570935,덕수고등학교,본관1층 중앙현관
127.0049169,37.50497008,고속터미널역(3호선),고속터미널역(3호선) 역무실 맞은편
127.0221474,37.59165365,성신여자대학교,수정관 로비
127.051996,37.5745218,동대문중학교,중앙현관
126.8616255,37.49161778,개봉현대홈타운2단지,경비실앞(2초소)
127.1434371,37.53720971,길동우성2차아파트,지하 관리사무소 내
127.0882018,37.61605041,신내5단지두산대림아파트,관리사무소 출입구
127.0851539,37.57442878,면목도시개발아파트,2층 경로식당 옆
127.0547103,37.62666991,월계문화체육센터,월계문화체육센터 1층 데스크 맞은편 출입문(자동문) 왼쪽 기둥 배치
126.8968873,37.46866368,홈플러스금천점(주),2층 고객센터 옆
126.8739855,37.54366993,서울양화초등학교,양화초등학교 보건실 앞 복도
127.0273613,37.63735475,서울강북경찰서,유치장 내 안쪽 옆 벽면
127.0689242,37.45574598,서울특별시어린이병원,어린이병원 발달센터 1층
126.8436485,37.55343651,강서구민회관,강서구민회관
127.066349,37.5120357,서울특별시서울의료원강남분원,1층 로비
127.148601,37.55768842,래미안힐스테이트고덕,116동 1층 방재실
126.8594235,37.49605534,영화아파트,영화아파트 관리사무소 입구
126.9356783,37.61153928,불광에스에이치빌,1층 관리사무소
126.8330364,37.56006773,(주)에어필립,10층 로비 측 문서고
127.1012262,37.60493329,신내새한아파트,B초소내
126.8726551,37.49823636,롯데마트구로점,1층 매장 12번 계산대 앞
126.8843661,37.49352038,구로디지털단지역,가게이트 오른쪽벽면(개찰구 옆)
126.8940626,37.49331277,대림역(2호선),대림역 가-안내부스 옆(개찰구 앞)
126.8842089,37.50349931,구로롯데아파트,109동 1~2라인
127.0032919,37.67774665,북한산국립공원우이분소,우이분소(우이령탐방지원센터)
126.8009153,37.56573674,한국공항공사서울지역본부,국제선 3층 38Gate
126.8033549,37.55878586,한국공항공사서울지역본부,국내선 3층 격리대합실(좌)
126.9143462,37.52943966,국회사무처,국회 의원회관 2층 면회실
127.0087748,37.56888548,두산타워빌딩,21층 업무동 여자화장실앞
127.0787741,37.55201089,상수도사업본부뚝도아리수정수센터,1층 현관 우측 옆
127.0087748,37.56888548,두산타워빌딩,31층 업무동 여자화장실앞
127.0855097,37.61523069,원묵고등학교,1층 보건실앞(복도)
127.0319747,37.5576839,무학중학교,본관 1층 현관
127.1197536,37.48349301,서울동부지방법원,4층 법정동
127.0298779,37.61251168,숭인치안센터,책상 옆 캐비넷 위
126.900722,37.44790404,남서울힐스테이트아파트,관리동 1층 로비
126.9154314,37.44997159,시흥벽산6단지아파트,604동 승강기홀
127.0087748,37.56888548,두산타워빌딩,26층 업무동 여자화장실앞
127.1434371,37.53720971,길동우성2차아파트,지하 관리사무소 내
126.9508767,37.65419204,북한산국립공원산성분소,북한산국립공원산성분소(노적봉)
126.9664882,37.54297557,선린인터넷고등학교,체육관 입구
127.0435875,37.543621,언더스탠드에비뉴,언더스탠드에비뉴 안내데스크 앞
126.9211644,37.61896182,연신내역(6호선),역무실 옆
126.9019272,37.57716306,디지털미디어시티역,안내센터 앞(6호선)
127.0278161,37.6243128,국민건강보험공단강북지사,KT건물 5층 종합민원실
127.0499996,37.64291496,노원구서비스공단,초안산캠핑장 관리사무실
127.0856082,37.57470042,면목4동주민센터,민원실
127.0880694,37.58295676,면목38동주민센터,소내우측벽 민원실
127.078986,37.58977506,면목2동주민센터,민원실
127.0874819,37.61518221,중랑구민체육센터,1층 안내데스크 앞
127.0990842,37.60569762,신내1동주민센터,민원실
126.9669041,37.60538219,종로구치매지원센터,3층 프로그램실
126.9976313,37.59007356,종로구정신건강증진센터,OA실 복사기옆
126.989878,37.57238697,종로3가역(5호선),역무실 앞
126.9915863,37.57128689,종로3가역(3호선),역무실 앞
126.9908945,37.57044959,종로3가역(1호선),역무실앞
126.9889566,37.57068368,종로2가파출소,파출소 내
126.9747672,37.57448156,정부서울청사(정부청사관리소),청사 2층 의무실 앞
126.9575782,37.52332368,현대한강아파트,관리사무소 입구
127.009422,37.53683728,한남더힐,생활지원센터 입구
126.9710695,37.55239402,한국철도공사서울역,13~14번 승강장
127.1184831,37.49230975,가락시장역(3호선),역무실 앞
127.0862783,37.51177055,잠실새내역(신천역),역무실 우측 30m 고객안내부스옆
127.0746658,37.51770346,잠실역(2호선),역무실 앞
127.1037094,37.52085666,잠실나루역,역무실 앞
127.1305161,37.47756019,송파파인타운10단지,관리사무소 내부
127.1308173,37.47914923,송파파인타운7단지,관리사무소
127.1315738,37.48050891,송파파인타운6단지,관리사무소
127.1298263,37.48005133,송파파인타운5단지,관리사무소
127.1347214,37.48614343,송파파인타운1단지,101동 현관(1~3라인)
127.1208,37.51542719,한성백제박물관,한성백제박물관
127.0770003,37.5086775,잠실7동주민센터,민원대기실
127.1006379,37.51812027,잠실6동주민센터,민원대기실
126.850114,37.51286062,양천구시설관리공단(계남다목적체육관),1층 로비 안내데스크
127.0372788,37.55437748,행당한신아파트,관리사무소
127.0168124,37.49232472,서초중앙노인복지관,1층 로비
127.0943742,37.51329967,잠실3동주민센터,민원대기실
127.0885406,37.51189141,잠실2동주민센터,민원대기실
127.1217632,37.49557887,가락본동주민센터,민원대기실
127.0925242,37.50272334,삼전동주민센터,민원대기실
127.1342743,37.5155568,오륜동주민센터,민원대기실
127.111305,37.5164187,방이2동주민센터,방이2동주민센터 민원대기실
126.8561528,37.49063129,개봉2동주민센터,민원실
126.858275,37.50646295,고척2동주민센터,민원실
126.8897181,37.48253275,가리봉주민센터,민원실
126.8893213,37.50008039,구로5동주민센터,민원실
126.8891484,37.49159635,구로4동주민센터,민원실
126.8933358,37.48595269,구로3동주민센터,민원실
126.8806374,37.50773408,신도림동주민센터,민원실
126.8801474,37.49733959,화원종합사회복지관,2층 치매센터
126.8907881,37.486873,구로종합사회복지관,로비
126.8389882,37.48286374,천왕이펜하우스6단지아파트,관리사무소
126.8389882,37.48286374,천왕이펜하우스4단지아파트,관리사무소
126.8389882,37.48286374,천왕이펜하우스3단지아파트,관리사무소
126.8389882,37.48286374,천왕이펜하우스1단지아파트,관리사무소
126.8826422,37.49577074,오류동동부골든아파트 제2관리사무소(임대),관리사무소 입구
126.8893213,37.50008039,구로구보건소,구로구보건소 1층 민원실 내
126.8520083,37.50593211,구로구민체육센터,로비
126.8892131,37.50904709,디큐브아트센터,로비
126.8895567,37.49694871,구로구민회관,1층 로비
126.8876548,37.49529267,구로구청,종합상황실
126.887783,37.45794055,신독산치안센터,출입문 옆
126.9050817,37.4462966,시흥중학교,보건실
126.9710695,37.55239402,한국철도공사서울역,11~12번 승강장
126.9710695,37.55239402,한국철도공사서울역,3층 매표소
127.1076146,37.60410862,서울특별시북부노인병원총무팀,서울특별시 북부노인병원 1층 로비
127.0140156,37.58051502,쌍용1단지아파트,관리사무소 옆
126.9931161,37.58722985,성균관대학교,성균관대학교 건강센터 학생회관 2층
126.9990306,37.57827627,서울대학교치과병원,서울대치과병원 2층 로비 구강악안면방사선과 앞
126.9858223,37.5759848,서울노인복지센터,2층로비
126.9625349,37.61008405,보현데이케어센터,1층 로비
126.9710695,37.55239402,한국철도공사서울역,9~10번 승강장
127.1485347,37.49684209,마천2동주민센터,민원대기실
127.1499488,37.49600417,마천1동주민센터,민원대기실
127.1167714,37.52875526,풍납2동주민센터,민원대기실
127.1220766,37.53807345,풍납1동주민센터,민원대기실
127.1466212,37.4887129,거여6단지,603동 E/V 오른쪽벽 LG미디어보드(광고) 하단
127.0415153,37.56961372,마장현대아파트,104동 1층
127.0332148,37.56707915,성동구보건소,1층 민원실
127.0369664,37.56342359,성동구보건소,1층 민원여권과(u헬스관리센터옆)
127.042326,37.56191893,한양대학교사범대학부속고등학교,신관1층 보건실
127.0513833,37.53945164,성원중학교,3층 보건실
127.0688536,37.45571764,서울특별시어린이병원,소아청소년과외래
127.0114957,37.5081254,반포역,반포역 역무실 앞
126.9886556,37.464859,남태령역,남태령역역무실 앞
127.0341912,37.48453265,양재역,양재역역무실 앞
127.0049989,37.50466599,고속터미널역(7호선),고속터미널역(7호선)
126.9976935,37.48143811,방배역,방배역역무실 앞
127.0076666,37.49188958,서초역,서초역역무실 앞
127.0130178,37.493756,교대역2호선,교대역2호선역무실 앞
127.1188497,37.53097866,송파현대힐스테이트,202동 1~4라인 우측 E/L 옆 (현관 출입구 1층)
127.1182555,37.53079456,송파현대힐스테이트,201동 5~8라인 좌측 E/L 옆 (현관 출입구 1층)
127.1188045,37.53098772,송파현대힐스테이트,202동 5~5라인 좌측 E/L 옆 (현관 출입구 1층)
127.0345451,37.60459251,하월곡동신아파트,103동 중앙초소내
127.1294919,37.53958192,강동종합사회복지관,3층 강당(자원봉사실 안)
127.1266836,37.54052365,한국마사회강동지점,6층 사무실
127.0363886,37.61349733,창문여자중학교,목석거 2층 교무실 들어가기전 아리수 앞
127.0282635,37.62015606,미아지구대,1층 순찰팀
127.0262224,37.61389646,미아동부센트레빌아파트,관리사무소건물 입구
127.0171111,37.63340541,강북구응급의료교육장,교육장 내
127.0251948,37.62971082,SK텔레콤수유사옥,1층 안내데스크
127.0188885,37.62516841,SH-Ville아파트,1층 엘리베이터 앞
127.0175594,37.63005097,수유1동주민센터,민원실
127.0269747,37.62709036,미아동주민센터,주민센터 입구
127.0118707,37.64793443,우이동주민센터,1층 태극기 하단
127.0207409,37.61514813,삼각산동주민센터,동사무소 1층 입구
127.0238498,37.61829739,송천동주민센터,1층
127.0175594,37.63005097,수유문화정보도서관,4층 로비
127.012401,37.62047594,솔샘문화정보도서관,4층 로비
127.0211801,37.6228627,강북청소년문화정보센터,2층 로비
127.0168372,37.64256757,사회복지법인운가자비원,1층 로비
126.9710695,37.55239402,한국철도공사서울역,1~2번 경의선 승강장
126.9916863,37.52387527,한강중학교,1층 중앙 현관
126.9746844,37.51826855,한강맨션아파트,관리사무소 입구
126.9968751,37.53918744,하얏트호텔,안전 상황실 데스크
126.9968917,37.53920689,하얏트호텔,당직지배인실
126.9947334,37.52985624,청화아파트,관리사무소 입구
126.9779371,37.52007481,이촌코오롱아파트,관리사무소 내
126.9549299,37.52521841,이촌대림아파트,관리사무소 입구
126.9577536,37.57581499,무악동주민센터,입구
127.0099848,37.57694389,동부여성문화센터,3층 헬스장
127.0158115,37.57162738,동묘앞역(6호선),역무실 앞
127.0171386,37.57359497,동묘앞역(1호선),역무실 앞
127.0094406,37.57062615,동대문역(4호선),역무실 앞
126.9779257,37.57391851,대한민국역사박물관,3층 안내데스크 앞 방풍실
126.9589693,37.60235237,다정이네,거실
126.9767899,37.57162255,광화문역(5호선),역무실 앞
127.0408161,37.48302046,서초구립양재노인종합복지관,서초구립양재노인종합복지관1층
126.8589256,37.51076441,목동11단지아파트관리사무소,관리사무소1층내부
126.8415852,37.50806298,신정6차현대아파트,104동 1-2호라인 옆 경비1초소안벽면에 설치
126.8318233,37.53133706,신월보건지소,신월지역보건센터 1층
126.8699136,37.52527259,㈜신세계이마트목동점,지하2층 고객만족센터 왼쪽벽면
127.0149435,37.60114042,정릉우성아파트,105동3라인승강기입구
127.0149435,37.60114042,정릉우성아파트,102동2라인승강기입구
127.0149435,37.60114042,정릉우성아파트,101동 2라인 승강기 입구
127.128893,37.47975502,송파파인타운8단지,8단지 정문 경비초소안
127.0911442,37.50991803,트리지움아파트,관제실
126.8651632,37.5063443,우성2차,관리동1층
126.8524966,37.51299659,신트리2단지(영구임대),관리사무소
127.0149435,37.60114042,정릉우성아파트,104동1라인승강기입구
127.0149435,37.60114042,정릉우성아파트,103동3라인승강기입구
127.0149435,37.60114042,정릉우성아파트,102동1라인승강기입구
127.0149435,37.60114042,정릉우성아파트,105동1라인승강기입구
127.0149435,37.60114042,정릉우성아파트,104동5라인승강기입구
127.0149435,37.60114042,정릉우성아파트,101동 1라인 승강기 입구
127.0149435,37.60114042,정릉우성아파트,105동2라인승강기입구
127.0149435,37.60114042,정릉우성아파트,104동4라인승강기입구
127.0149435,37.60114042,정릉우성아파트,103동 2라인승강기입구
127.0284024,37.62796578,신일중학교,교무실 생활지도부 주변
127.0157815,37.6442039,수유6치안센터,출입문 안쪽 옆 벽면
127.0237355,37.6149061,서울송천초등학교,본관 2층 보건실 내
127.0273457,37.63741665,서울강북경찰서,종합민원실 내
127.0012869,37.62960178,삼성암,소법당
127.0386809,37.63089287,번동주공4단지아파트,관리사무소 입구
127.0468019,37.62455788,번동주공1단지아파트,관리사무소 입구
127.0121795,37.62366546,미양중학교,지하1층 관리실 앞
127.025694,37.63114896,미아현대아파트,아파트 정문 입구
127.1255603,37.52923279,강동구보건소,1층 내과진료실
127.1255603,37.52923279,강동구보건소,1층 입구
127.1294975,37.53955691,천호제3동주민센터,천호제3동주민센터
127.1364168,37.54488228,천호제1동주민센터,천호제1동주민센터
127.1289447,37.53200361,성내종합사회복지관,1층 총무실
127.0183516,37.62914095,미아경남아너스빌2차아파트,관리사무소 내
126.8510301,37.56787281,허준박물관,1층
126.9690784,37.58174318,종로구보건소,보건소 2층 민원실입구
126.9797219,37.56251583,한국은행,본관 당직실
126.9671153,37.55788907,중림파출소,파출소 입구
126.972845,37.52096951,용산구청소년수련관(용산구시설관리공단),지하2층 홀 벽면
126.965508,37.5386613,용산방범순찰대,방순대 내
126.9669398,37.52459888,용산공업고등학교,1층 보건실 입구
126.9801832,37.56448368,조선호텔,프론트
127.0141744,37.55841178,서울청구초등학교,1층 보건실
127.0143755,37.56847408,서울지방경찰청제1기동단,2F 상황실
127.0066136,37.5529524,장충중학교,1층 현관 입구
126.9699733,37.54301976,신광여자중학교,보건실
126.96932,37.54302104,신광여자고등학교,보건교육실
126.9842086,37.54229044,보성여자중학교,1층 현관 입구
127.0029903,37.61743121,정릉대우아파트,102동 관리사무소
127.0136162,37.60076937,일신건영휴먼빌아파트,관리사무소
127.1138885,37.5345335,풍납미성Apt,2동A 1층 E/L앞
127.1134345,37.53361491,풍납미성Apt,5동B 1층 E/L 앞
127.1136841,37.53405616,풍납미성Apt,3동B 1층 E/L앞
126.8754986,37.53071939,목동청소년회관,1층 수영장입구
126.8760979,37.53350528,양천도서관,1층안내창구 맞은편
126.8576076,37.52509522,신정역,역사
126.8661595,37.52600532,목동역,역사
126.8740084,37.52468047,오목교역,역사
126.8536308,37.51833194,신정네거리역,역사
126.8640999,37.51688867,신정6동주민센터,1층 민원실
126.8702303,37.5190166,신정2동주민센터,1층 민원실
127.0685774,37.61345418,석관두산아파트,106동 경비실
127.0696809,37.61143532,석관두산아파트,124동 경비실
127.0369124,37.60994727,삼성래미안월곡아파트,관리동 2층 방재실
127.1450281,37.48934557,거여5단지아파트,501동 출입구 현관 설치
127.145423,37.48889908,거여5단지아파트,504동 출입구 현관 설치
127.1449587,37.48856178,거여5단지아파트,505동 출입구 현관 설치
127.1453675,37.48941272,거여5단지아파트,502동-34호 라인 출입구 승강기 앞 설치
127.1215243,37.48776198,문정역,B1 대합실
126.861591,37.56173727,가양7종합사회복지관,2층물리치료실내
126.8408183,37.56876047,지하철9호양천향교역,지하철 9호선 양천향교역
126.8364107,37.54900101,도시철도5호우장산역,도시철도 5호선 우장산역사
126.8667593,37.5500735,지하철9호선등촌역,지하철 9호선 등촌역
126.8015713,37.56214539,도시철도5김포공항역,도시철도 5호선 김포공항역사
126.8502089,37.56195043,등촌주공9단지아파트,등촌주공9단지관리사무소내
126.8612453,37.55771842,지하철9호선증미역,지하철 9호선 증미역
126.8750027,37.54705876,지하철9호선염창역,지하철 9호선 염창역
126.8165251,37.56768367,지하철9호선신방화역,지하철 9호선 신방화역
126.8104911,37.56355479,지하철9공항시장역,지하철 9호선 공항시장역
127.0134123,37.62566687,구세군종합사회복지관,3층 사무실 앞
127.0171111,37.63340541,강북구응급의료교육장,교육장 내
127.0165168,37.64182124,한솔공인중개사,사무실 내 오른쪽 테이블 위
127.0753509,37.61847396,태릉영업관리소,(공릉1동) 태릉입구역 (6호선)
127.0740942,37.62585925,태릉영업관리소,(공릉1동) 공릉역
127.0695395,37.63468087,태릉영업관리소,(하계1동) 하계역
127.0223883,37.56416247,서울신당초등학교,1층 보건실앞
126.9640014,37.55631683,서울봉래초등학교,보건실
126.9888487,37.56497136,서울백병원,인당관2층 검진센터
126.9886594,37.55952571,리라아트고등학교,2층 보건실 안쪽 입구
127.0167183,37.55702751,동산초등학교,1층 현관입구
127.0201321,37.55856588,금호여자중학교,1층 행정실앞
127.0023044,37.56014973,그랜드앰배서더서울호텔,1층 로비
126.9711092,37.5199472,이촌자이아파트,103동 경비실 내
126.9822349,37.52303803,국립중앙박물관,전시동1층 응급대기실
126.9822349,37.52303803,국립중앙박물관,전시동 동관2층 에스컬레이터 옆
126.972803,37.55311523,서울메트로서울4역(4호선),역무실 우측 5M
127.1181898,37.49275154,가락시장역(8호선),B1 대합실
127.112813,37.49957741,송파역,B1 대합실
127.1416208,37.49810478,송파종합사회복지관,1층로비
127.106895,37.49556443,가락종합사회복지관,1층 로비
127.0948941,37.49866693,송파노인종합복지관,1층로비
126.8268228,37.53843739,신월5동주민센터,1층 민원실
126.8397253,37.52446698,신월4동주민센터,1층 민원실
126.8311366,37.53261476,신월1동주민센터,1층 민원실
126.8680303,37.53214251,목4동주민센터,1층 민원실
126.8816556,37.53050164,목동야구장,야구장 중앙출입문 옆
126.8755274,37.5290673,(주)중소기업유통센터,중소기업유통센터 1층 직원출입구 현관
126.8954129,37.52359831,당산2가현대아파트(당산동2가),관리동 노인정앞
127.0297499,37.59816434,래미안세레니티아파트,202동 1-3라인
127.0297499,37.59816434,래미안세레니티아파트,207동 1-4라인 1층 승강기 입구
127.0297499,37.59816434,래미안세레니티아파트,209동 1-4라인 1층 승강기입구
127.0297499,37.59816434,래미안세레니티아파트,212동 1-4라인 1층 승강기입구
127.0297499,37.59816434,래미안세레니티아파트,204동 1-4라인 승강기입구
127.0297499,37.59816434,래미안세레니티아파트,213동 1-2라인 1층 승강기입구
127.0297499,37.59816434,래미안세레니티아파트,210동 1-2라인 1층 승강기입구
127.1341622,37.48578411,구립송파노인요양센터,3층
127.1354551,37.50049066,서울곰두리체육센터,1층로비
127.0608086,37.65350905,태릉영업관리소,(상계2동) 노원역 (7호선)
127.0569077,37.6426082,서울시립북부장애인종합복지관,(상계67동) 로비
127.0576387,37.64286913,서울시립상이군경복지관,(상계6.7동) 로비
127.0876547,37.62464399,공릉(임대),(공릉2동) 관리사무소
127.0433006,37.64999934,창동주공3단지,322동
127.0433006,37.64999934,창동주공3단지,308동
127.0433006,37.64999934,창동주공3단지,310동
127.0433006,37.64999934,창동주공3단지,321동
127.0440896,37.66583831,서울북부보훈지청,보상과(2층)
127.0507912,37.68299747,도봉주공아파트,102동 1층 관리소
127.0495073,37.65904637,도봉아이나라도서관,휴게공간
127.0386849,37.65416727,도봉구민회관,1층 사무실
127.0304015,37.6633343,도봉여성센터,3층 복도
127.0413895,37.63671231,창동어르신복지관,창동어르신복지관
127.0322044,37.6705741,방학동어르신복지관,로비
127.0348829,37.64884887,쌍문역(4호선),쌍문역 대합실
127.0385969,37.6873448,송석문화재단(도봉숲속마을),1층 현관
127.0433006,37.64999934,창동주공3단지,320동
127.0433006,37.64999934,창동주공3단지,317동
127.0433006,37.64999934,창동주공3단지,319동
127.0433006,37.64999934,창동주공3단지,328동
127.0057501,37.5671053,국립중앙의료원,본관1층 로비
127.0056761,37.54716803,남산타운아파트(분양),25동 1층현관
126.9736977,37.53499549,삼각지역(4호선),역무실앞 10M
126.97538,37.521952,이촌역(4호선),나 게이트 상선방향 5M
126.9901796,37.53256075,용산구청 문화체육과,소극장 지하 1층 판매소 내
126.9901796,37.53256075,용산구청 문화체육과,대극장 지하 2층 판매소 내
126.9719412,37.54556466,숙대입구역(4호선),화장실 앞 벽면
126.9728839,37.52104729,이촌1동주민센터,2층 민원실
127.0979413,37.51128572,(주)호텔롯데롯데호텔월드,1층 로비(당직데스크)
127.1161666,37.52103247,올림픽공원 체조경기장,중앙공급실 지하 1층 안내데스크
127.1280184,37.51380499,올림픽공원실내테니스장,테니스장 지하 1층 로비
127.1234537,37.51684353,올림픽공원,1층회원안내실
127.0726867,37.51581619,잠실종합운동장주경기장,주경기장 본부석 하단
127.0729996,37.51647913,잠실종합운동장야구장,야구장 정문로비
126.9334506,37.52117627,한양아파트(여의도),관리사무실
127.0297499,37.59816434,래미안세레니티아파트,201동 4-5라인 승강기 입구
127.0297499,37.59816434,래미안세레니티아파트,214동 1-4라인 1층 승강기입구
127.0933218,37.50205236,송파구민회관,송파구민회관 1층 로비
127.1065245,37.51459795,송파구보건소,보건소1층 민원실
127.106636,37.51459884,송파구보건소,보건소 2층 복도
127.098236,37.51091877,롯데월드어드벤쳐,1층 의무실
126.8840071,37.5374633,한가람고등학교,1층 보건실앞
126.8830205,37.53745512,월촌중학교,보건실
126.8663401,37.53640668,영도중학교,영도중학교 본관2층 교무실
126.8308366,37.5198368,양천중학교,보건실 앞 복도
126.8687178,37.54837101,양동중학교,보건실
126.849568,37.52489694,양강중학교,양강중학교 해가람관 1층
126.8298975,37.54082516,신화중학교,신화중학교 보건실
126.9091279,37.49679803,신길우성3차아파트(신길6동),관리사무소
127.0326848,37.48362486,서초구보건소,보건소  1층
127.0433006,37.64999934,창동주공3단지,314동
127.0433006,37.64999934,창동주공3단지,318동
127.0433006,37.64999934,창동주공3단지,304동
127.0433006,37.64999934,창동주공3단지,315동
127.0433006,37.64999934,창동주공3단지,316동
127.0433006,37.64999934,창동주공3단지,331동
127.0433006,37.64999934,창동주공3단지,319동
127.0433006,37.64999934,창동주공3단지,326동
127.0433006,37.64999934,창동주공3단지,309동
127.0433006,37.64999934,창동주공3단지,307동
127.0674874,37.61548744,석계서비스지원사업소,(월계1동) 지하2층 vi-center 앞
127.0634402,37.65644847,길음서비스센타,(상계2동) 노원역 (4호선)
127.0719661,37.66038988,길음서비스센터,(상계5동) 상계역
127.0598623,37.57007076,답십리두산아파트(분양),108동 5-6라인 E/V 앞
127.0598623,37.57007076,답십리두산아파트(분양),105동 1-2라인 E/V 앞
127.0598623,37.57007076,답십리두산아파트(분양),106동 1-2라인 E/V앞
127.0598623,37.57007076,답십리두산아파트(분양),104동 1-2라인 E/V 앞
127.0433605,37.65166434,북부교육청,교육청 1층 현관
127.0387902,37.65798001,도봉구보건소,도봉구보건소 3층 진료대기실
127.0688515,37.58640628,휘봉고등학교,1층 현관입구
126.9626091,37.54111536,효창종합사회복지관,지하1층 수영장
126.9822349,37.52303803,국립박물관문화재단,국립중앙박물관 MUSEUM SHOP 입구
127.0001694,37.53449545,한남동주민센터,1층 민원실
126.9602228,37.54518288,백범김구기념관,전시관1층
126.9946507,37.53454684,이태원역(6호선),지하1층 에스컬레이터 옆
127.0326848,37.48362486,서초구보건소,구청 1층
126.8298144,37.51222446,신정이펜하우스3단지,306동승강기출입구
126.8308033,37.51252061,신정이펜하우스3단지,304동출입구승강기
126.8308033,37.51252061,신정이펜하우스3단지,305동 승강기출입구
126.8308033,37.51252061,신정이펜하우스3단지,301동 출입구 승강기옆
126.9214408,37.51117046,신길종합사회복지관,지하2층 수영장 휴게실
127.0209503,37.60269641,길음뉴타운9단지아파트,관리사무소
127.0359487,37.60310365,국민건강보험공단성북지사,2층 민원실
127.0418325,37.60845336,구민체육관,2층 입구
126.9980341,37.60258293,북악골프연습장,1층복도 왼쪽
127.0262391,37.59686775,개운산스포츠센터,건물내 지하1층
127.0419642,37.5545525,행당중학교,보건실 앞(본관1층 108호)
127.0275067,37.558204,행당대림아파트,관리동 1층 입구
127.0335249,37.55190266,응봉대림아파트(1차),관리사무소 입구
127.0311523,37.550541,응봉금호현대아파트,관리사무소(기전실)
127.0129832,37.54167037,옥정중학교,보건실 입구
127.0193043,37.54334996,옥수현대아파트,관리사무소
127.0155564,37.54262971,옥수삼성아파트,108동 앞 1층 상황실
127.1268809,37.5515633,암사제2동주민센터,암사제2동주민센터
127.0419021,37.51646543,강남구보건소,1층 대기실입구
127.1651551,37.55141051,상일동주민센터,상일동주민센터
127.1455611,37.54957705,명일제1동주민센터,명일제1동주민센터
127.1264186,37.54437948,강동구립해공도서관,1층 여자화장실 앞
127.0522825,37.52433245,호텔프리마,호텔로비 프론트 앞 당직데스크
127.0423641,37.50937616,청음복지관,1층 로비
127.0507036,37.49816797,역삼래미안아파트,관리사무소
127.0719118,37.4956774,세텍(SETEC),전시장 입구
127.0630753,37.50886236,삼성역,역무실 앞
127.0588492,37.49663609,대치삼성아파트,관리사무소내
127.0570951,37.49196253,대치지구대,지구대 소내
127.0339813,37.52030625,나누리병원,7층
127.0339813,37.52030625,나누리병원,1층
127.0690369,37.48791603,개포주공5단지,501동 A초소
127.0690369,37.48791603,개포주공5단지,502동 A초소
127.0690369,37.48791603,개포주공5단지,506동 A초소
127.0771431,37.49354772,수서경찰서,유치장안
127.10528,37.48899934,강남구보건소분소,보건분소 민원실
127.0671022,37.5093683,강남경찰서,112종합상활실 간이압수물 보관함 위 벽면
127.0373387,37.50199322,LG아트센터,1층 공연장 객석
127.0482862,37.5023028,진선여자중학교,보건실 앞
127.0540445,37.52046816,강남청소년수련관,1층 로비
127.0674046,37.58394561,휘경여자고등학교,1층 중앙현환 입구
127.0709027,37.58605549,전동중학교,보건실 입구
127.0523887,37.579214,전농4치안센터,1층 소내 입구 좌측
127.0600091,37.57808954,전농2동주민센터,주민센터 1층
127.070477,37.56686096,장평중학교,1층 중앙현관
127.0661722,37.56795185,장안종합사회복지관,1층 로비
127.0732942,37.56785034,장안3치안센터,출입문 오른쪽 책상옆
127.0637044,37.60490473,이문e-편한세상(분양),관리사무소 입구
127.0317003,37.5831461,안암골벽산아파트,관리사무소 앞
127.0245654,37.57612365,신설동역(2호선),2호선 신설동역사내
127.0338236,37.58182645,성일중학교,보건실 앞 복도
127.0579417,37.59829803,한국외국어대학교,대학원로비1층
127.0450882,37.58535098,홍릉동부센트레빌(제2관리사무소),아파트내
127.0457945,37.58515609,동대문경찰서,1층 로비
127.0751199,37.57795475,동국대학교사범대학부속고등학교,1층 중앙현관입구
127.0751199,37.57795475,동국대학교부속중학교,1층 대기실앞
127.0243533,37.57840861,대광고등학교,보건실 입구
127.0616325,37.56988965,답십리동아(분양),관리사무소 입구
127.056811,37.56466269,답십리1치안센터,1층 출입문 옆
127.0742838,37.5750721,래미안장안2차아파트(분양),경로당
127.0591597,37.51182328,코엑스,아셈타워 1층
127.0366188,37.50071762,역삼역,역 내
127.052039,37.51914278,청담역,역 내
127.0794953,37.49372276,대청역,역 내
127.0717183,37.49671547,학여울역,역 내
127.0634296,37.4945614,대치역,역 내
127.0553257,37.49086414,도곡역,역 내
127.0203289,37.51643147,신사역,역 내
127.0541314,37.5030427,구립대치노인복지센터,기관 내
127.054402,37.51432676,서울정애학교,1층 보건실내
127.1005875,37.49150462,명화종합사회복지관,복지관 2층 큰 사무실
126.8999075,37.45529526,뉴연세여성병원,병원대기실
126.8015713,37.56214539,지하철9호김포공항역,지하철 9호선 김포공항역사
